id,Vendor Name,Contract ID,Title/Purpose,Execution Date,Original Expiration Date,Current Expiration Date,Original Contract Amount,Current Contract Amount,Selection Process,Funding Sources,Modifications
S-00318372,FERGUSON ENTERPRISES INC,S-00318372,PLUMBING SUPPLIES,6/16/2015,6/21/2016,6/21/2017,"$300,000.00","$40,967.50",C,,Y
MC-0318262,VECA ELECTRIC,MC-0318262,T91 SUBSTATION UPGRADE,6/16/2015,4/8/2016,1/8/2017,"$1,027,031.00","$1,092,031.00",C,00010,Y
P-00318285,Compensation Works,P-00318285,COMPENSATION CONSULTING SERVICES,6/18/2015,6/18/2015,6/18/2017,"$144,000.00","$144,000.00",C,00010,N
SW-0318324,"PURCELL P & C, LLC",SW-0318324,PIER 66 BEAM AND KNUCKLE COATING ON-CALL,6/25/2015,6/15/2016,5/31/2017,"$300,000.00","$300,000.00",C,"00010, RET01",Y
P-00318166,OTTO ROSENAU & ASSOC INC,P-00318166,TESTING & INSPECTION IDIQ,6/15/2015,5/31/2016,5/31/2017,"$833,000.00","$833,000.00",C,00010,Y
I-00318454,PUGET SOUND CLEAN AIR AGENCY,I-00318454,ILA PS CLEAN AIR AGENCY,6/11/2015,12/31/2017,12/31/2017,"$249,711.00","$249,711.00",S,00010,N
S-00318363,BIO CLEAN INC,S-00318363,BIOHAZARD CLEANUP - CONVENIENCE CONTRACT,6/10/2015,6/30/2016,6/30/2017,"$10,000.00","$10,949.36",C,,Y
SW-0318281,HERMANSON COMPANY LLP,SW-0318281,MECHANICAL EQUIPMENT REPARS - SEAPORT,6/11/2015,6/11/2016,12/31/2017,"$300,000.00","$300,000.00",C,"00010, 00020, 00SPA, RET01",Y
S-00318369,SEATAC AIRPORT PARKING LLC,S-00318369,CAR WISH SERVICE,6/10/2015,6/30/2018,6/30/2018,"$50,000.00","$2,041.08",C,00010,N
S-00318358,JOHNSON CONTROLS INC,S-00318358,MM P2000 ACCESS SYSTEM REPAIRS,6/9/2015,6/30/2016,6/30/2017,"$25,000.00","$38,526.77",S,00010,Y
P-00318104,KPFF INC,P-00318104,SERVICE TUNNEL DESIGN WP104694,6/1/2015,9/1/2019,9/1/2019,"$4,241,435.00","$4,343,822.00",C,"03040, 03750",Y
S-00318356,GUARDIAN SECURITY SYSTEMS INC,S-00318356,SEAPORT PROPERTIES MONITORING,6/9/2015,6/30/2016,6/1/2017,"$10,700.00","$9,572.57",C,00010,Y
P-00318228,"MATERIAL TESTING & CONSULTING, INC",P-00318228,TESTING INSPECTION 3 OF 3,6/1/2015,5/31/2016,5/13/2018,"$833,000.00","$833,000.00",C,00010,Y
P-00318227,O'NEILL SERVICE GROUP,P-00318227,TESTING INSPECTION 2 OF 3,6/1/2015,5/31/2016,5/31/2017,"$834,000.00","$834,000.00",C,"00010, 03040",Y
P-00318342,MARGARET NORTON ARNOLD,P-00318342,STAKEHOLDER OUTREACH,6/1/2015,7/16/2015,5/30/2020,"$36,650.00","$36,650.00",C,03040,N
S-00318347,PROTUS IP SOLUTIONS,S-00318347,FAX SERVICE,6/1/2015,5/31/2016,5/31/2017,"$1,000.00",$923.04,C,00010,N
MC-0318215,FOY INDUSTRIAL ELECTRIC CORP,MC-0318215,U00113 PARKING GARAGE LIGHTING,5/29/2015,3/28/2016,9/28/2016,"$1,249,070.47",$0.00,C,03040,Y
SW-0318278,WESTGRO CORPORATION,SW-0318278,LANDSCAPE MAINTENANCE STIA SOUTH AREAS ON-CALL 2015,5/21/2015,5/20/2016,8/20/2017,"$300,000.00","$300,000.00",C,"03040, RET01",Y
L-00318344,MILLS MEYERS SWARTLING,L-00318344,OUTSIDE LEGAL SERVICES,5/28/2015,12/31/2015,12/31/2017,"$15,000.00","$41,000.00",W,00010,Y
P-00318264,"K3DES, LLC",P-00318264,1980 / TONTI / IT,5/14/2015,5/13/2018,5/13/2018,"$100,000.00","$100,000.00",C,00010,N
S-00318330,BOSTON BARRICADE COMPANY,S-00318330,RENTAL OF BARRICADES/GRAPHICS,5/14/2015,5/13/2015,5/13/2018,"$300,000.00","$39,804.38",C,03040,N
P-00318140,DKS ASSOCIATES,P-00318140,ELEC DESIGN WIFI VSS CAT3,5/18/2015,5/18/2018,5/18/2018,"$900,000.00","$2,000,000.00",C,03040,Y
P-00318265,IHS GLOBAL INC,P-00318265,SEATTLE HARBOR NAVIGATION IMPROVEMENTS PROJECT,5/12/2015,9/30/2017,9/30/2017,"$47,738.00","$47,738.00",C,00010,N
S-00318336,VENTILATION POWER CLEANING CO,S-00318336,DECANTING FOR MM ONLY,5/12/2015,5/11/2016,12/31/2017,"$50,000.00","$525,042.64",C,00010,Y
C-00318328,AMERICAN ELECTRICAL SERVICES,C-00318328,CELL PHONE LOT TRAFFIC SIGNAL MAINT AND REMOVAL,5/8/2015,5/11/2018,5/19/2017,"$117,000.00","$120,000.00",C,03040,Y
SW-0318249,V & R SHEET METAL LLC,SW-0318249,BUILDING ENVELOPE AND FALL PROTECTION ONCALL PORTWIDE,5/7/2015,5/6/2016,8/6/2016,"$300,000.00",$0.00,C,"00010, 00020, 03040, RET01",N
P-00318010,HART CROWSER INC,P-00318010,LONG TERM COMMITTMENT - ENVIRO SERVICES HARBOR ISLAND AND T5,5/1/2015,4/30/2020,4/30/2020,"$1,600,000.00","$1,600,000.00",C,00010,N
SW-0318253,NORDIC CONSTRUCTION INC,SW-0318253,FENCING ON-CALL PORTWIDE,5/5/2015,5/8/2016,5/5/2017,"$300,000.00",$0.00,C,"03040, RET01",Y
I-00318338,WA ST DEPT OF ECOLOGY,I-00318338,WCC NATURAL RESOURCES PROJECTS,5/1/2015,4/30/2020,4/30/2020,"$700,000.00","$700,000.00",S,03040,N
P-00318200,KLEINFELDER INC,P-00318200,CAT3 TESTING RUNWAY16,5/1/2015,12/31/2016,4/20/2017,"$950,000.00","$1,909,861.85",C,"03040, 03750",Y
L-00318331,PACIFICA LAW GROUP,L-00318331,OUTSIDE LEGAL SERVICES,4/30/2015,4/30/2015,12/31/2017,"$100,000.00","$143,000.00",W,,Y
S-00318327,ECOLIGHTS NORTHWEST LLC,S-00318327,RECYCLE SVCS,5/1/2015,4/30/2017,4/30/2017,"$250,000.00","$20,407.83",C,,N
L-00318314,CALFO HARRIGAN LEYH & EAKES LLP,L-00318314,OUTSIDE LEGAL SERVICES,4/24/2015,12/31/2015,12/31/2017,"$20,000.00","$70,000.00",W,00010,Y
P-00318165,BERGER ABAM ENGINEERS INC,P-00318165,BUILDING AND STRUCTURES IDIQ,5/1/2015,5/1/2016,4/30/2018,"$750,000.00","$750,000.00",C,00010,N
S-00318276,PUB HOSPITAL DISTRICT NO 1  KING COUNTY,S-00318276,PRE-EMPLOYMENT SCREENING,4/22/2015,4/21/2017,4/21/2017,"$50,000.00","$20,041.25",C,00010,N
P-00318271,MARITIME STRATEGIES INTERNATIONAL LTD,P-00318271,SEATTLE HARBOR NAV IMP ECONOMIC SUPPORT,4/9/2015,3/30/2016,9/30/2016,"$49,400.00","$58,269.00",C,00010,Y
S-00318243,MOBIUS INDUSTRIES USA INC,S-00318243,BID 14-36 MANUAL ENCODING BAGGAGE SERVICES,4/1/2015,3/31/2016,3/31/2020,"$775,000.00","$355,213.42",C,03040,N
P-00318122,COMMERCE REAL ESTATE SOLUTIONS LLC,P-00318122,REAL ESTATE IDIQ (2 OF 2),4/6/2015,4/5/2018,4/5/2018,"$2,000,000.00","$2,000,000.00",C,"00010, 03040",N
C-00318295,RACKSPACE HOSTING,C-00318295,HOSTING SERVICES,4/1/2015,3/31/2016,3/31/2018,"$79,251.60","$246,882.95",C,00010,Y
S-00318329,COMDATA NETWORK INC,S-00318329,PORTWIDE UNIVERSAL FLEET CARD SERVICE,4/1/2015,4/1/2020,4/1/2020,"$300,000.00","$171,320.30",C,00010,N
P-00318219,WALDRON AND COMPANY,P-00318219,EXECUTIVE SEARCH SERVICES,3/19/2015,3/18/2016,3/18/2017,"$75,000.00","$75,000.00",C,00010,Y
P-00318156,BOCK CONSULTING,P-00318156,JOB ANALYSIS CAT 1,3/24/2015,3/24/2016,3/24/2017,"$15,950.00","$15,950.00",W,00010,Y
L-00318292,SCHWABE WILLIAMSON & WYATT,L-00318292,OUTSIDE LEGAL SERVICE,3/26/2015,12/31/2015,12/31/2017,"$10,000.00","$205,000.00",W,03040,Y
P-00317808,AIRPORT LOUNGE DEVELOPMENT,P-00317808,AIRPORT LOUNGE MANAGEMENT SERVICES,3/20/2015,3/19/2018,3/19/2018,"$300,000.00","$300,000.00",C,,N
P-00317582,TRAUNER CONSULTING SERVICES INC,P-00317582,1630 AVENG DAVIDSON,3/13/2015,3/12/2016,3/12/2017,"$500,000.00","$500,000.00",C,00010,N
SW-0318201,EHS INTERNATIONAL INC,SW-0318201,GENERAL CONSTRUCTION ON-CALL PORTWIDE 2015-1,3/12/2015,12/31/2016,12/12/2017,"$300,000.00","$300,000.00",C,"00010, 03040, 03750, RET01",Y
SW-0318246,REGENCY NW CONSTRUCTION INC,SW-0318246,GENERAL CONSTRUCTION ON-CALL SEAPORT,3/12/2015,1/17/2017,12/31/2016,"$300,000.00","$300,000.00",C,"00010, 00020, 00075, 00SPA, RET01",N
P-00318245,DAVID BRUSH CONSULTING,P-00318245,INTERNATIONAL ARRIVAL FACILITIES,2/27/2015,2/27/2015,2/28/2017,"$1,000,000.00","$1,000,000.00",C,03040,N
L-00318268,MURPHY ARMSTRONG & FELTON LLP,L-00318268,MURPHY CARNEY LEGAL SERVICES,2/25/2015,12/31/2015,12/31/2017,"$25,000.00","$115,000.00",S,"00010, 00SPA",Y
P-00318009,PBS ENGINEERING  ENVIRONMENTAL,P-00318009,RMM SUPPORT SERVICES,2/2/2015,4/17/2015,2/1/2017,"$1,500,000.00","$500,000.00",C,"00010, 00020, 03040, 03750",Y
S-00318237,GLACIER NORTHWEST,S-00318237,BID 14-42 SAND & GRAVEL,2/1/2015,1/31/2016,1/31/2017,"$25,000.00","$42,998.57",C,,Y
S-00318211,US BANK,S-00318211,FISCAL AGENCY SERVICES - DEBT SERVICE PAYMENTS,2/1/2015,1/31/2019,1/31/2019,"$35,000.00","$21,633.83",W,00010,N
S-00318238,GARY MERLINO CONSTRUCTION CO,S-00318238,BID 14-42 SAND & GRAVEL,2/1/2015,1/31/2016,1/31/2017,"$25,000.00","$6,300.00",C,,Y
MC-0318083,PCL CONSTRUCTION SERVICES INC,MC-0318083,SOUTH SATELLITE S4 & S6,2/26/2015,6/8/2016,8/4/2016,"$1,666,405.00","$1,788,943.00",C,03040,Y
S-00318248,RETAIL LOCKBOX,S-00318248,E SIGNATURES,2/1/2015,1/31/2017,1/31/2017,"$10,000.00","$8,093.70",C,,N
MC-0318131,SCARSELLA BROS. INC.,MC-0318131,RUNWAY 16C-34C RECONSTRUCTION,2/26/2015,9/8/2016,6/29/2017,"$51,844,012.12","$56,348,290.03",C,"03040, 03750",Y
C-00318235,QUANTUM SECURE INC.,C-00318235,ID BADGE SYSTEM MAINTENANCE,1/28/2015,11/30/2015,11/30/2024,"$1,900,000.00","$1,900,000.00",C,"00010, 03040",N
P-00318088,HARRIS GROUP INC,P-00318088,LOW-VOLTAGE ELECTRICAL DESIGN,1/28/2015,1/27/2017,1/27/2017,"$2,000,000.00","$2,091,083.42",C,03040,Y
P-00318120,BERGER ABAM ENGINEERS INC,P-00318120,T5 DESIGN PEER REVIEW SERVICES,1/26/2015,1/23/2017,1/23/2017,"$353,645.00","$353,645.00",C,00010,N
S-00318207,APPLIED PROFESSIONAL SERVICES INC,S-00318207,UTILITY LOCATING SERVICES,1/14/2015,1/31/2016,1/31/2017,"$300,000.00","$253,301.38",C,00010,Y
P-00318071,OWEN RICHARDS ARCHITECTS,P-00318071,S. SATELLITE INTERIOR RENOVATIONS,1/16/2015,1/20/2018,1/20/2018,"$419,458.00","$419,458.00",C,03040,N
SW-0318155,PERFORMANCE ABATEMENT SERVICES,SW-0318155,REGULATED MATERIALS ABATEMENT ON-CALL PORTWIDE  2014-3,1/21/2015,1/21/2016,4/20/2017,"$300,000.00",$0.00,C,"00010, 03040, RET01",Y
P-00318218,ENVIRONMENTAL RISK COMMUNICATIONS INC,P-00318218,ENVIRONMENTAL LIABILITY SOFTWARE UPGRADES AND MAINTENANCE,1/13/2015,1/12/2018,1/12/2018,"$553,000.00","$553,000.00",S,00020,N
P-00318106,"CH2M HILL ENGINEERS, INC.",P-00318106,PROJECT MANAGEMENT SUPPORT SERVICES IDIQ,1/12/2015,1/11/2016,1/11/2018,"$2,500,000.00","$2,500,000.00",C,"00010, 03040",Y
SW-0317911,GOOD NEWS GROUP INC,SW-0317911,FLOOR AND WALL COVERING ON CALL PORTWIDE 2014,1/8/2015,1/8/2016,12/31/2016,"$300,000.00","$300,000.00",C,"00010, 03040, RET01",Y
C-00318223,REPUBLIC PARKING NORTHWEST INC,C-00318223,PARKING ENFORCEMENT AT FT,1/2/2015,6/30/2015,12/31/2016,"$27,802.32","$27,802.32",C,00010,Y
MC-0318080,HENSEL PHELPS CONSTRUCTION CO.,MC-0318080,NSAT GC/CM WP #104791,1/12/2015,6/30/2020,6/30/2020,"$5,000,000.00","$100,081,925.00",C,"03040, 03750",Y
C-00318230,UNICO,C-00318230,P-66 UPLAND CONDO DUES,1/1/2015,12/31/2015,12/31/2016,"$44,600.00","$92,440.64",C,00010,Y
C-00318270,KBG HOLDINGS INC,C-00318270,WASTE MONITORING @ STIAAOB,1/1/2015,12/31/2015,12/31/2017,"$10,800.00","$32,400.00",C,03040,Y
P-00318054,WELLSPRING FAMILY SERVICES,P-00318054,EMPLOYEE ASSISTANCE PROGRAM,1/1/2015,12/31/2015,12/31/2016,"$265,000.00","$265,000.00",C,00010,Y
S-00318180,VIP HOSPITALITY LLC,S-00318180,BID 14-08 CENTRALIZED INTERNATIONAL SUPPORT SERVICES,1/1/2015,12/31/2015,12/31/2017,$0.00,"$3,685,033.49",C,03040,Y
S-00318239,VERIZON WIRELESS,S-00318239,"CELL PHONE AIRTIME, EQUIPMENT REPAIRS WSCA CONTRACT 1907",1/1/2015,10/31/2015,6/30/2017,"$299,999.00","$274,972.59",C,00010,N
P-00318429,MCBEE STRATEGIC CONSULTING LLC,P-00318429,FEDERAL GOVERNMENT ADVOCACY,1/1/2015,12/31/2016,12/31/2017,"$6,840,000.00","$6,840,000.00",C,00010,Y
S-00318294,XEROXX CORPORATION,S-00318294,PORT  OWNED COPIERS,1/1/2015,12/31/2015,12/31/2016,"$50,000.00",$383.43,C,,N
S-00318174,ANALYTICAL RESOURCES INC,S-00318174,LAB TESTING,12/31/2014,12/31/2015,10/31/2018,"$15,000.00","$63,922.80",C,03040,Y
P-00318110,WALDRON AND COMPANY,P-00318110,1850 HR&D MARTIN,12/29/2014,12/28/2015,12/31/2016,"$185,000.00","$185,000.00",C,00010,Y
P-0318157A,"APEX SAFETY, INC",P-0318157A,1660 SAFETY NORRIS,12/15/2014,12/14/2015,12/14/2017,"$25,000.00","$25,000.00",W,03040,Y
P-00318114,KPFF INC,P-00318114,PROJECT MANAGEMENT SUPPORT SERVICES IDIQ,12/9/2014,12/8/2014,12/7/2016,"$2,500,000.00","$2,500,000.00",C,"00010, 03040, 03750",N
P-00318175,AMEC FOSTER WHEELER,P-00318175,RMM,11/19/2014,11/19/2015,4/1/2017,"$500,000.00","$500,000.00",C,"00010, 03040, 03750",N
P-00318176,ARCADIS US INC,P-00318176,RMM,11/19/2014,11/18/2015,4/1/2017,"$500,000.00","$500,000.00",C,"00010, 03040",N
SW-0318190,"APOLLO SHEET METAL, INC.",SW-0318190,MECH & CONTROLS PASSENGER LOADING BRIDGE ON-CALL,12/4/2014,8/2/2016,12/1/2016,"$300,000.00",$0.00,C,"03040, 03075, 03750, RET01",Y
P-00317499,HNTB CORP,P-00317499,PASSENGER LOADING BRIDGE DESIGN IDIQ,11/20/2014,11/19/2018,11/19/2018,"$4,000,000.00","$2,000,000.00",C,"03040, 03045",N
P-00318065,"OBERO, INC",P-00318065,CLARITY BUDGET SYSTEM UPGRADE,11/21/2014,11/20/2015,12/31/2016,"$78,800.00","$84,050.00",C,"00010, 00012, 03040",Y
P-00318109,BOMBARDIER TRANSPORTATION,P-00318109,TECHNICAL ASSISTANCE FOR THE STIA STS,12/1/2014,11/30/2019,11/30/2019,"$1,695,651.00","$1,695,651.00",S,03040,N
C-00318163,INTERGRAPH CORPORATION,C-00318163,CAD SYSTEM UPGRADE AND MAINTENANCE,11/17/2014,9/1/2016,1/31/2018,"$467,856.00","$751,638.64",C,"00010, 00012, 03040",Y
P-00318133,CASCADIA CONSULTING GROUP,P-00318133,GREEN GATEWAY PARTNERS AWARD THIRD PARTY REVIEW,11/4/2014,11/3/2014,7/30/2016,"$23,111.00","$44,338.00",W,00010,N
S-00318181,CONSOLIDATED TECHNOLOGY SERVICES,S-00318181,IGN SERVICES,10/31/2014,10/30/2015,10/30/2017,"$7,000.00","$18,406.50",C,00010,Y
MC-0317984,ELCON CORPORATION,MC-0317984,FEEDER 101 TAPS REPLACEMENT & FIRE STATION ELECTRICAL UPGRADE PROJECTS,11/17/2014,11/23/2015,8/23/2016,"$2,263,750.00","$2,418,153.15",C,03040,Y
P-00318132,SAMUEL ROBERT BROWN,P-00318132,AIRPORT TRAVEL DINING AND RETAIL QUALITY ASSURANCE PROGRAM,10/23/2014,10/23/2015,10/23/2017,"$199,999.00","$199,999.00",C,03040,Y
P-00317970,HNTB CORP,P-00317970,TERMINAL UTILITY UPGRADES DESIGN FOR AIRPORT DINING & RETAIL,10/23/2014,10/23/2019,10/23/2019,"$3,000,000.00","$3,000,000.00",C,"03040, 03750",Y
SW-0318079,KONE INC,SW-0318079,MECHANICAL & PLUMBING ON-CALL PORTWIDE 2014-1,10/14/2014,10/14/2015,9/30/2016,"$300,000.00","$300,000.00",C,"00010, 00SPA",Y
SW-0318141,GENERAL MECHANICAL INC.,SW-0318141,GENERAL CONTRACTOR SUPPORT AVIATION,10/16/2014,12/30/2015,5/23/2016,"$300,000.00",$0.00,C,"03040, CFC01, RET01",N
SW-0318100,"APOLLO SHEET METAL, INC.",SW-0318100,MECHANICAL & PLUMBING PORTWIDE ON-CALL 2014-1,10/23/2014,10/23/2015,10/22/2016,"$300,000.00",$0.00,C,"00010, 03040, 03750, RET01",Y
I-00318306,PORT OF TACOMA,I-00318306,ILA FOR FRAMEWORK OF SEAPORT ALLILANCE,10/14/2014,3/31/2015,12/31/2015,$0.01,$0.00,S,,Y
P-00318047,MOFFATT & NICHOL ENGINEERS,P-00318047,TERMINAL 5 BERTH MODERNIZATION DESIGN SUPPORT SERVICES,10/6/2014,8/31/2018,12/31/2018,"$5,791,741.00","$5,791,741.00",C,"00010, CASPA",N
S-00318124,ACCOUNTING PRINCIPALS INC DBA PARKER,S-00318124,TEMP AGENCY SERVICES,10/6/2014,10/5/2015,10/5/2017,"$300,000.00","$67,728.79",C,00010,Y
S-00318123,RESOURCES CONNECTION INC,S-00318123,TEMP AGENCY SERVICES,10/6/2014,10/5/2015,10/5/2017,"$300,000.00","$854,262.25",C,00010,Y
P-00318084,GABRIEL ROEDER SMITH & COMPANY,P-00318084,ACTUARIAL SERVICES,10/2/2014,12/31/2015,12/31/2017,"$138,675.00","$138,675.00",C,00010,Y
L-00318158,CALFO HARRIGAN LEYH & EAKES LLP,L-00318158,OUTSIDE LEGAL SERVICES,10/1/2014,12/31/2015,12/31/2017,"$50,000.00","$207,000.00",W,00010,Y
P-00318111,Kristin Tollefson,P-00318111,T117 ART DEVELOPMENT - CAT 2,10/2/2014,5/31/2017,5/31/2017,"$60,000.00","$60,000.00",C,00020,N
I-00318139,US ARMY CORP OF ENGINEERS SEATTLE DISTRI,I-00318139,ILA HARBOR NAVIGATION IMPROVEMENT STUDY,9/29/2014,9/30/2017,9/30/2017,"$1,500,000.00","$1,500,000.00",S,"00010, 00SPA",N
SW-0318037,WESTGRO CORPORATION,SW-0318037,LANDSCAPE MAINTENANCE STIA CENTRAL & NORTH AREAS ON-CALL 2014,9/30/2014,8/24/2015,9/29/2016,"$300,000.00","$300,000.00",C,"03040, RET01",Y
P-00317583,RIDER LEVETT BUCKNALL LTD,P-00317583,CONSTRUCTION CLAIMS,9/25/2014,9/24/2015,9/24/2017,"$500,000.00","$500,000.00",C,,Y
C-00318118,STELLAR SERVICES INC,C-00318118,CONSTRUCTION DOCUMENT SYSTEM,9/30/2014,10/2/2015,9/29/2019,"$373,975.00","$583,290.00",C,"00010, 00012, 03040",Y
P-00317936,AON CONSULTING INC,P-00317936,"BENEFITS CONSULTANT, WOODWARD, HR",9/18/2014,12/31/2017,12/31/2017,"$1,400,000.00","$1,400,000.00",C,"00010, 00050",N
P-00318004,GNC CONSULTING INC,P-00318004,PEOPLESOFT CONSULTING SERVICES,9/16/2014,9/15/2018,9/15/2018,"$2,000,000.00","$2,000,000.00",C,00010,N
C-00318107,AIRIT,C-00318107,ANNUAL MAINTENANCE AND SUPPORT,9/10/2014,9/30/2015,9/30/2017,"$40,018.61","$121,865.68",C,"00010, 03040",Y
S-00318105,STUSSER ELECTRIC CO,S-00318105,ELECTRICAL SUPPLIED,9/8/2014,8/29/2015,8/29/2017,"$300,000.00","$135,083.17",C,00010,Y
S-00318098,NORTHWEST CASCADE INC,S-00318098,PCARD - SANIKAN RENTAL,9/1/2014,8/31/2015,12/31/2016,$0.00,$0.00,C,,N
L-00318173,GARVEY SHUBERT & BARER,L-00318173,OUTSIDE LEGAL SERVICES,8/31/2014,12/31/2015,12/31/2017,"$10,000.00","$16,500.00",W,03040,Y
P-00317956,HART CROWSER INC,P-00317956,GEOTECHNICAL SUPPORT SERVICES IDIQ,8/6/2014,8/5/2015,8/5/2017,"$750,000.00","$750,000.00",C,00010,Y
SW-0317960,RAILWORKS TRACK SYSTEMS INC,SW-0317960,RAILROAD SPUR REPAIRS AND IMPORVEMENT ON-CALL SEAPORT,9/1/2014,6/30/2015,9/1/2016,"$300,000.00","$300,000.00",C,"00010, 00SPA, RET01",Y
P-00318092,OTAK INC,P-00318092,INFRA DESIGN/PERMITTING NERA,8/15/2014,8/14/2018,8/14/2018,"$4,000,000.00","$4,000,000.00",C,03040,Y
C-00318096,VAREC INC,C-00318096,FOD SYSTEM,8/27/2014,9/10/2017,12/31/2017,"$4,606,729.33","$4,904,516.63",C,03040,Y
C-00318352,WSI CORPORATION,C-00318352,"DIGITAL CONTENT, WEATHER",8/1/2014,7/31/2015,7/31/2017,"$32,893.00","$32,893.00",C,03040,N
P-00317957,PANGEO,P-00317957,GEOTECHNICAL SUPPORT SERVICES IDIQ,8/1/2014,7/31/2015,7/31/2017,"$750,000.00","$750,000.00",C,"00010, 00SPA, 03040",Y
MC-0317892,GARY MERLINO CONSTRUCTION CO,MC-0317892,EMW PH 2 / ARGO YARD TRUCK RDW,9/3/2014,5/11/2015,2/11/2016,"$3,076,021.00","$3,429,953.61",C,00020,Y
S-00318014,WELLS FARGO BANK,S-00318014,BANKING SERVICES,8/1/2014,7/31/2019,7/31/2019,"$9,200,000.00",$0.00,C,"00010, 03040",N
P-00318027,GOVERNMENT COMPUTER SALES INC,P-00318027,IT INFRASTRUCTURE SERVICES,7/28/2014,7/27/2017,7/27/2017,"$180,000.00","$180,000.00",C,"00010, 00012, 03040",N
P-00317980,Intuitive Safety Solutions,P-00317980,SAFETY SERVICES FOR CONSTRUCTION PROJECTS PORTWIDE,7/28/2014,7/27/2015,7/28/2017,"$300,000.00","$300,000.00",C,,Y
SW-0318015,HERZOG INDUSTRIES INC,SW-0318015,GLASS RELATED ASSEMBLIES REPAIR MAINTENANCE&REPLACEMENT ON-CALL PORTWIDE 2014,7/28/2014,7/28/2015,1/28/2017,"$300,000.00","$300,000.00",C,"00010, 00020, 03040, RET01",N
S-00318710,PUBLIC SAFETY TESTING INC,S-00318710,PRE-EMPLOYMENT POLYGRAPH AND BACKGROUND INVESTIGATION,7/11/2014,7/11/2017,12/31/2016,$590.00,$235.00,C,00010,N
P-00318026,AIROPATH INC,P-00318026,WI-FI SERVICES,7/9/2014,7/8/2017,7/8/2017,"$190,000.00","$190,000.00",C,03040,N
P-00317883,AON CONSULTING INC,P-00317883,SELF INSURANCE AUDIT SERVICES,7/18/2014,12/17/2014,7/17/2017,"$103,000.00","$103,000.00",C,"00010, 00050, 03040",Y
P-00317946,MAYES TESTING ENGINEERS INC,P-00317946,"SPEICAL TESTING, INSPECTION AND INVESTIGATION IDIQ",7/3/2014,7/2/2015,7/2/2017,"$200,000.00","$200,000.00",C,"00010, 00012, 03040, 03750",Y
P-00317806,J & E APPRAISAL LLC,P-00317806,AUTO APPRIASAL SERVICES ON CALL,7/7/2014,7/6/2017,7/6/2017,"$50,000.00","$50,000.00",C,"00010, 03040",N
C-00317830,TELVENT DTN INC,C-00317830,METEOROLOGICAL SRV,7/1/2014,6/30/2014,6/29/2017,"$15,780.00","$81,361.44",C,03040,Y
L-00318170,KIRKPATRICK & LOCKHART PRESTON GATES,L-00318170,OUTSIDE LEGAL SERVICES,7/1/2014,12/31/2015,12/31/2017,"$10,000.00","$23,500.00",W,00010,Y
MC-0318063,UNIVERSITY MECHANICAL CONTRACTORS INC,MC-0318063,STAGE 3 MECHANICAL ESCO,7/1/2014,11/4/2015,11/4/2015,"$179,760.00","$179,760.00",W,"03040, 03400",N
S-00318062,PROFESSIONAL ENTERTAINMENT,S-00318062,STIA HOLIDAY ENTERTAINMENT,7/1/2014,9/4/2013,3/31/2017,"$299,999.99","$224,732.34",C,03080,N
S-00318064,PUBLIC SAFETY TESTING INC,S-00318064,FIRE FIGHTER PRE-EMPLOYMENT TESTING,7/1/2014,7/1/2017,7/1/2017,"$11,700.00","$11,600.00",C,03040,N
S-00318086,PLAYNETWORK INC,S-00318086,MEDIA SERVICES - MASTER SERVICES AGMT EQUIPMENT PURCHASE,7/1/2014,7/1/2014,12/31/2017,$0.00,$0.00,C,,N
SW-0318051,PERFORMANCE ABATEMENT SERVICES,SW-0318051,REGULATED MATERIAL ABATEMENT ONCALL 2014-2,6/18/2014,9/17/2015,12/31/2016,"$309,127.00","$300,000.00",C,"03040, 03750, RET01",Y
MC-0318056,GARY MERLINO CONSTRUCTION CO,MC-0318056,2014 AIRFIELD APRON AND RUNWAY 16C-34C PAVEMENT REPLACEMENT,6/19/2014,5/31/2015,12/31/2016,"$2,000,000.00",$0.00,C,03040,N
L-00318055,RUSS PERISHO PLLC,L-00318055,COMMISSION ADVISORY,6/23/2014,6/22/2016,6/22/2017,"$40,000.00","$106,058.00",W,00010,Y
P-00317945,OTTO ROSENAU & ASSOC INC,P-00317945,"SPECIAL TESTING, INSPECTION AND INVESTIGATION IDIQ",6/20/2014,6/19/2015,6/19/2017,"$375,000.00","$375,000.00",C,"00010, 00SPA, 03040, 03720, 03730",Y
L-00318075,CALFO HARRIGAN LEYH & EAKES LLP,L-00318075,LEGAL SERVICES,6/1/2014,12/31/2014,12/31/2017,"$5,000.00","$15,000.00",W,00010,Y
P-00318029,"PERFORMANCE DIMENSIONS GROUP, LLC",P-00318029,EXECUTIVE COACHING SERVICES HRD LUHMAN,6/4/2014,6/3/2015,6/3/2017,"$150,000.00","$150,000.00",C,"00010, 03040",Y
SW-0317991,CLINTON & SONS ELECTRIC INC,SW-0317991,ELECTRICAL ON-CALL PORTWIDE 2014-2,5/29/2014,5/29/2015,12/29/2016,"$300,000.00","$300,000.00",C,"00010, 03040, 03750, RET01",Y
P-00318018,"PORTENT, INC",P-00318018,SEARCH ENGINE MARKETING STRATEGY,5/28/2014,5/27/2015,5/27/2017,"$199,999.00","$199,999.00",C,03040,Y
MC-0317799,REGENCY NW CONSTRUCTION INC,MC-0317799,FMT ROOF REPLACEMENT AND OVERLAY,5/22/2014,5/7/2015,9/19/2016,"$1,404,500.00","$1,404,500.00",C,00020,Y
